ORIGIN|TYPE|TARGET
T037|result_of|T061
T037|associated_with|T061
T037|associated_with|T062
T037|associated_with|T063
T037|associated_with|T064
T037|associated_with|T065
T037|result_of|T067
T037|isa|T067
T037|result_of|T068
T037|result_of|T069
T037|result_of|T070
T037|associated_with|T083
T037|issue_in|T090
T037|issue_in|T091
T037|occurs_in|T096
T037|occurs_in|T097
T037|occurs_in|T098
T037|associated_with|T098
T037|occurs_in|T099
T037|occurs_in|T100
T037|occurs_in|T101
T037|associated_with|T184
T037|complicates|T190
T037|result_of|T190
T037|co-occurs_with|T191
T037|complicates|T191
T037|result_of|T191
T037|associated_with|T201
T038|process_of|T001
T038|affects|T001
T038|process_of|T002
T038|affects|T002
T038|process_of|T004
T038|affects|T004
T038|process_of|T005
T038|affects|T005
T038|process_of|T007
T038|affects|T007
T038|process_of|T008
T038|affects|T008
T038|process_of|T010
T038|affects|T010
T038|process_of|T011
T038|affects|T011
T038|process_of|T012
T038|affects|T012
T038|process_of|T013
T038|affects|T013
T038|process_of|T014
T038|affects|T014
T038|process_of|T015
T038|affects|T015
T038|process_of|T016
T038|affects|T016
T038|result_of|T019
T038|result_of|T020
T038|produces|T031
T038|result_of|T037
T038|process_of|T039
T038|affects|T039
T038|result_of|T039
T038|process_of|T040
T038|affects|T040
T038|result_of|T040
T038|process_of|T041
T038|affects|T041
T038|result_of|T041
T038|process_of|T042
T038|affects|T042
T038|result_of|T042
T038|process_of|T043
T038|affects|T043
T038|result_of|T043
T038|process_of|T044
T038|affects|T044
T038|result_of|T044
T038|process_of|T045
T038|affects|T045
T038|result_of|T045
T038|process_of|T046
T038|affects|T046
T038|result_of|T046
T038|process_of|T047
T038|affects|T047
T038|result_of|T047
T038|process_of|T048
T038|affects|T048
T038|result_of|T048
T038|process_of|T049
T038|affects|T049
T038|result_of|T049
T038|process_of|T050
T038|affects|T050
T038|result_of|T050
T038|isa|T051
T038|result_of|T067
T038|isa|T067
T038|result_of|T068
T038|result_of|T069
T038|process_of|T070
T038|affects|T070
T038|result_of|T070
T038|isa|T070
T038|issue_in|T090
T038|issue_in|T091
T038|produces|T123
T038|produces|T125
T038|produces|T126
T038|produces|T127
T038|produces|T129
T038|result_of|T190
T038|process_of|T191
T038|affects|T191
T038|result_of|T191
T038|produces|T192
T038|process_of|T194
T038|affects|T194
T038|process_of|T204
T038|affects|T204
T039|process_of|T001
T039|affects|T001
T039|process_of|T002
T039|affects|T002
T039|process_of|T004
T039|affects|T004
T039|process_of|T005
T039|affects|T005
T039|process_of|T007
T039|affects|T007
T039|process_of|T008
T039|affects|T008
T039|process_of|T010
T039|affects|T010
T039|process_of|T011
T039|affects|T011
T039|process_of|T012
T039|affects|T012
T039|process_of|T013
T039|affects|T013
T039|process_of|T014
T039|affects|T014
T039|process_of|T015
T039|affects|T015
T039|process_of|T016
T039|affects|T016
T039|result_of|T019
T039|result_of|T020
T039|produces|T031
T039|affects|T032
T039|result_of|T037
T039|process_of|T038
T039|affects|T038
T039|result_of|T038
T039|isa|T038
T039|co-occurs_with|T040
T039|precedes|T040
T039|process_of|T040
T039|affects|T040
T039|result_of|T040
T039|co-occurs_with|T041
T039|precedes|T041
T039|process_of|T041
T039|affects|T041
T039|result_of|T041
T039|co-occurs_with|T042
T039|precedes|T042
T039|process_of|T042
T039|affects|T042
T039|result_of|T042
T039|co-occurs_with|T043
T039|precedes|T043
T039|process_of|T043
T039|affects|T043
T039|result_of|T043
T039|co-occurs_with|T044
T039|precedes|T044
T039|process_of|T044
T039|affects|T044
T039|result_of|T044
T039|co-occurs_with|T045
T039|precedes|T045
T039|process_of|T045
T039|affects|T045
T039|result_of|T045
T039|process_of|T046
T039|affects|T046
T039|result_of|T046
T039|process_of|T047
T039|affects|T047
T039|result_of|T047
T039|process_of|T048
T039|affects|T048
T039|result_of|T048
T039|process_of|T049
T039|affects|T049
T039|result_of|T049
T039|process_of|T050
T039|affects|T050
T039|result_of|T050
T039|isa|T051
T039|result_of|T067
T039|isa|T067
T039|result_of|T068
T039|result_of|T069
T039|process_of|T070
T039|affects|T070
T039|result_of|T070
T039|isa|T070
T039|occurs_in|T079
T039|issue_in|T090
T039|issue_in|T091
T039|produces|T123
T039|produces|T125
T039|produces|T126
T039|produces|T127
T039|produces|T129
T039|result_of|T190
T039|process_of|T191
T039|affects|T191
T039|result_of|T191
T039|produces|T192
T039|process_of|T194
T039|affects|T194
T039|affects|T201
T039|process_of|T204
T039|affects|T204
T040|process_of|T001
T040|affects|T001
T040|process_of|T002
T040|affects|T002
T040|process_of|T004
T040|affects|T004
T040|process_of|T005
T040|affects|T005
T040|process_of|T007
T040|affects|T007
T040|process_of|T008
T040|affects|T008
T040|process_of|T010
T040|affects|T010
T040|process_of|T011
T040|affects|T011
T040|process_of|T012
T040|affects|T012
T040|process_of|T013
T040|affects|T013
T040|process_of|T014
T040|affects|T014
T040|process_of|T015
T040|affects|T015
T040|process_of|T016
T040|affects|T016
T040|result_of|T019
T040|result_of|T020
T040|produces|T031
T040|affects|T032
T040|result_of|T037
T040|process_of|T038
T040|affects|T038
T040|result_of|T038
T040|isa|T038
T040|precedes|T039
T040|process_of|T039
T040|affects|T039
T040|result_of|T039
T040|isa|T039
T040|co-occurs_with|T041
T040|precedes|T041
T040|process_of|T041
T040|affects|T041
T040|result_of|T041
T040|degree_of|T041
T040|co-occurs_with|T042
T040|precedes|T042
T040|process_of|T042
T040|affects|T042
T040|result_of|T042
T040|co-occurs_with|T043
T040|precedes|T043
T040|process_of|T043
T040|affects|T043
T040|result_of|T043
T040|co-occurs_with|T044
T040|precedes|T044
T040|process_of|T044
T040|affects|T044
T040|result_of|T044
T040|co-occurs_with|T045
T040|precedes|T045
T040|process_of|T045
T040|affects|T045
T040|result_of|T045
T040|process_of|T046
T040|affects|T046
T040|result_of|T046
T040|process_of|T047
T040|affects|T047
T040|result_of|T047
T040|process_of|T048
T040|affects|T048
T040|result_of|T048
T040|process_of|T049
T040|affects|T049
T040|result_of|T049
T040|process_of|T050
T040|affects|T050
T040|result_of|T050
T040|isa|T051
T040|result_of|T067
T040|isa|T067
T040|result_of|T068
T040|result_of|T069
T040|process_of|T070
T040|affects|T070
T040|result_of|T070
T040|isa|T070
T040|occurs_in|T079
T040|conceptual_part_of|T079
T040|issue_in|T090
T040|issue_in|T091
T040|produces|T099
T040|produces|T100
T040|produces|T123
T040|produces|T125
T040|produces|T126
T040|produces|T127
T040|produces|T129
T040|result_of|T190
T040|process_of|T191
T040|affects|T191
T040|result_of|T191
T040|produces|T192
T040|process_of|T194
T040|affects|T194
T040|affects|T201
T040|process_of|T204
T040|affects|T204
T041|process_of|T001
T041|affects|T001
T041|affects|T002
T041|affects|T004
T041|affects|T005
T041|affects|T007
T041|process_of|T008
T041|affects|T008
T041|process_of|T010
T041|affects|T010
T041|process_of|T011
T041|affects|T011
T041|process_of|T012
T041|affects|T012
T041|process_of|T013
T041|affects|T013
T041|process_of|T014
T041|affects|T014
T041|process_of|T015
T041|affects|T015
T041|process_of|T016
T041|affects|T016
T041|result_of|T019
T041|result_of|T020
T041|produces|T031
T041|affects|T032
T041|result_of|T037
T041|process_of|T038
T041|affects|T038
T041|result_of|T038
T041|isa|T038
T041|precedes|T039
T041|process_of|T039
T041|affects|T039
T041|result_of|T039
T041|isa|T039
T041|precedes|T040
T041|process_of|T040
T041|affects|T040
T041|result_of|T040
T041|degree_of|T040
T041|isa|T040
T041|co-occurs_with|T042
T041|precedes|T042
T041|process_of|T042
T041|affects|T042
T041|result_of|T042
T041|co-occurs_with|T043
T041|precedes|T043
T041|process_of|T043
T041|affects|T043
T041|result_of|T043
T041|co-occurs_with|T044
T041|precedes|T044
T041|process_of|T044
T041|affects|T044
T041|result_of|T044
T041|co-occurs_with|T045
T041|precedes|T045
T041|process_of|T045
T041|affects|T045
T041|result_of|T045
T041|process_of|T046
T041|affects|T046
T041|result_of|T046
T041|process_of|T047
T041|affects|T047
T041|result_of|T047
T041|process_of|T048
T041|affects|T048
T041|result_of|T048
T041|process_of|T049
T041|affects|T049
T041|result_of|T049
T041|process_of|T050
T041|affects|T050
T041|result_of|T050
T041|isa|T051
T041|affects|T053
T041|result_of|T053
T041|affects|T054
T041|result_of|T054
T041|affects|T055
T041|result_of|T055
T041|result_of|T067
T041|isa|T067
T041|result_of|T068
T041|result_of|T069
T041|process_of|T070
T041|affects|T070
T041|result_of|T070
T041|isa|T070
T041|occurs_in|T079
T041|issue_in|T090
T041|issue_in|T091
T041|produces|T099
T041|produces|T100
T041|produces|T123
T041|produces|T125
T041|produces|T126
T041|produces|T127
T041|produces|T129
T041|result_of|T190
T041|process_of|T191
T041|affects|T191
T041|result_of|T191
T041|produces|T192
T041|process_of|T194
T041|affects|T194
T041|affects|T201
T041|process_of|T204
T041|affects|T204
T042|process_of|T001
T042|affects|T001
T042|process_of|T002
T042|affects|T002
T042|process_of|T004
T042|affects|T004
T042|process_of|T005
T042|affects|T005
T042|process_of|T007
T042|affects|T007
T042|process_of|T008
T042|affects|T008
T042|process_of|T010
T042|affects|T010
T042|process_of|T011
T042|affects|T011
T042|process_of|T012
T042|affects|T012
T042|process_of|T013
T042|affects|T013
T042|process_of|T014
T042|affects|T014
T042|process_of|T015
T042|affects|T015
T042|process_of|T016
T042|affects|T016
T042|result_of|T019
T042|result_of|T020
T042|produces|T031
T042|affects|T032
T042|result_of|T037
T042|process_of|T038
T042|affects|T038
T042|result_of|T038
T042|isa|T038
T042|precedes|T039
T042|process_of|T039
T042|affects|T039
T042|result_of|T039
T042|isa|T039
T042|precedes|T040
T042|process_of|T040
T042|affects|T040
T042|occurs_in|T040
T042|result_of|T040
T042|precedes|T041
T042|process_of|T041
T042|affects|T041
T042|occurs_in|T041
T042|result_of|T041
T042|co-occurs_with|T043
T042|precedes|T043
T042|process_of|T043
T042|affects|T043
T042|result_of|T043
T042|co-occurs_with|T044
T042|precedes|T044
T042|process_of|T044
T042|affects|T044
T042|result_of|T044
T042|co-occurs_with|T045
T042|precedes|T045
T042|process_of|T045
T042|affects|T045
T042|result_of|T045
T042|process_of|T046
T042|affects|T046
T042|result_of|T046
T042|process_of|T047
T042|affects|T047
T042|result_of|T047
T042|process_of|T048
T042|affects|T048
T042|result_of|T048
T042|process_of|T049
T042|affects|T049
T042|result_of|T049
T042|process_of|T050
T042|affects|T050
T042|result_of|T050
T042|isa|T051
T042|result_of|T067
T042|isa|T067
T042|result_of|T068
T042|result_of|T069
T042|process_of|T070
T042|affects|T070
T042|result_of|T070
T042|isa|T070
T042|occurs_in|T079
T042|conceptual_part_of|T079
T042|issue_in|T090
T042|issue_in|T091
T042|produces|T123
T042|produces|T125
T042|produces|T126
T042|produces|T127
T042|produces|T129
T042|result_of|T190
T042|process_of|T191
T042|affects|T191
T042|result_of|T191
T042|produces|T192
T042|process_of|T194
T042|affects|T194
T042|affects|T201
T042|process_of|T204
T042|affects|T204
T043|process_of|T001
T043|affects|T001
T043|process_of|T002
T043|affects|T002
T043|process_of|T004
T043|affects|T004
T043|process_of|T005
T043|affects|T005
T043|process_of|T007
T043|affects|T007
T043|process_of|T008
T043|affects|T008
T043|process_of|T010
T043|affects|T010
T043|process_of|T011
T043|affects|T011
T043|process_of|T012
T043|affects|T012
T043|process_of|T013
T043|affects|T013
T043|process_of|T014
T043|affects|T014
T043|process_of|T015
T043|affects|T015
T043|process_of|T016
T043|affects|T016
T043|result_of|T019
T043|result_of|T020
T043|produces|T031
T043|affects|T032
T043|result_of|T037
T043|process_of|T038
T043|affects|T038
T043|result_of|T038
T043|isa|T038
T043|precedes|T039
T043|process_of|T039
T043|affects|T039
T043|result_of|T039
T043|isa|T039
T043|precedes|T040
T043|process_of|T040
T043|affects|T040
T043|result_of|T040
T043|precedes|T041
T043|process_of|T041
T043|affects|T041
T043|result_of|T041
T043|precedes|T042
T043|process_of|T042
T043|affects|T042
T043|result_of|T042
T043|co-occurs_with|T044
T043|precedes|T044
T043|process_of|T044
T043|affects|T044
T043|result_of|T044
T043|co-occurs_with|T045
T043|precedes|T045
T043|process_of|T045
T043|affects|T045
T043|result_of|T045
T043|process_of|T046
T043|affects|T046
T043|result_of|T046
T043|process_of|T047
T043|affects|T047
T043|result_of|T047
T043|process_of|T048
T043|affects|T048
T043|result_of|T048
T043|process_of|T049
T043|affects|T049
T043|result_of|T049
T043|process_of|T050
T043|affects|T050
T043|result_of|T050
T043|isa|T051
T043|result_of|T067
T043|isa|T067
T043|result_of|T068
T043|result_of|T069
T043|process_of|T070
T043|affects|T070
T043|result_of|T070
T043|isa|T070
T043|occurs_in|T079
T043|issue_in|T090
T043|issue_in|T091
T043|produces|T123
T043|produces|T125
T043|produces|T126
T043|produces|T127
T043|produces|T129
T043|result_of|T190
T043|process_of|T191
T043|affects|T191
T043|result_of|T191
T043|produces|T192
T043|process_of|T194
T043|affects|T194
T043|affects|T201
T043|process_of|T204
T043|affects|T204
T044|process_of|T001
T044|affects|T001
T044|process_of|T002
T044|affects|T002
T044|process_of|T004
T044|affects|T004
T044|process_of|T005
T044|affects|T005
T044|process_of|T007
T044|affects|T007
T044|process_of|T008
T044|affects|T008
T044|process_of|T010
T044|affects|T010
T044|process_of|T011
T044|affects|T011
T044|process_of|T012
T044|affects|T012
T044|process_of|T013
T044|affects|T013
T044|process_of|T014
T044|affects|T014
T044|process_of|T015
T044|affects|T015
T044|process_of|T016
T044|affects|T016
T044|result_of|T019
T044|result_of|T020
T044|produces|T031
T044|affects|T032
T044|result_of|T037
T044|process_of|T038
T044|affects|T038
T044|result_of|T038
T044|isa|T038
T044|precedes|T039
T044|process_of|T039
T044|affects|T039
T044|result_of|T039
T044|isa|T039
T044|precedes|T040
T044|process_of|T040
T044|affects|T040
T044|result_of|T040
T044|precedes|T041
T044|process_of|T041
T044|affects|T041
T044|result_of|T041
T044|precedes|T042
T044|process_of|T042
T044|affects|T042
T044|result_of|T042
T044|precedes|T043
T044|process_of|T043
T044|affects|T043
T044|result_of|T043
T044|co-occurs_with|T045
T044|precedes|T045
T044|process_of|T045
T044|affects|T045
T044|result_of|T045
T044|process_of|T046
T044|affects|T046
T044|result_of|T046
T044|process_of|T047
T044|affects|T047
T044|result_of|T047
T044|process_of|T048
T044|affects|T048
T044|result_of|T048
T044|process_of|T049
T044|affects|T049
T044|result_of|T049
T044|process_of|T050
T044|affects|T050
T044|result_of|T050
T044|isa|T051
T044|result_of|T067
T044|isa|T067
T044|result_of|T068
T044|result_of|T069
T044|process_of|T070
T044|affects|T070
T044|result_of|T070
T044|isa|T070
T044|occurs_in|T079
T044|issue_in|T090
T044|issue_in|T091
T044|produces|T123
T044|produces|T125
T044|produces|T126
T044|produces|T127
T044|produces|T129
T044|result_of|T190
T044|process_of|T191
T044|affects|T191
T044|result_of|T191
T044|produces|T192
T044|process_of|T194
T044|affects|T194
T044|affects|T201
T044|process_of|T204
T044|affects|T204
T045|process_of|T001
T045|affects|T001
T045|process_of|T002
T045|affects|T002
T045|process_of|T004
T045|affects|T004
T045|process_of|T005
T045|affects|T005
T045|process_of|T007
T045|affects|T007
T045|process_of|T008
T045|affects|T008
T045|process_of|T010
T045|affects|T010
T045|process_of|T011
T045|affects|T011
T045|process_of|T012
T045|affects|T012
T045|process_of|T013
T045|affects|T013
T045|process_of|T014
T045|affects|T014
T045|process_of|T015
T045|affects|T015
T045|process_of|T016
T045|affects|T016
T045|result_of|T019
T045|result_of|T020
T045|produces|T026
T045|produces|T031
T045|affects|T032
T045|result_of|T037
T045|process_of|T038
T045|affects|T038
T045|result_of|T038
T045|isa|T038
T045|precedes|T039
T045|process_of|T039
T045|affects|T039
T045|result_of|T039
T045|isa|T039
T045|precedes|T040
T045|process_of|T040
T045|affects|T040
T045|result_of|T040
T045|precedes|T041
T045|process_of|T041
T045|affects|T041
T045|result_of|T041
T045|precedes|T042
T045|process_of|T042
T045|affects|T042
T045|result_of|T042
T045|precedes|T043
T045|process_of|T043
T045|affects|T043
T045|result_of|T043
T045|precedes|T044
T045|process_of|T044
T045|affects|T044
T045|result_of|T044
T045|isa|T044
T045|process_of|T046
T045|affects|T046
T045|result_of|T046
T045|process_of|T047
T045|affects|T047
T045|result_of|T047
T045|process_of|T048
T045|affects|T048
T045|result_of|T048
T045|process_of|T049
T045|affects|T049
T045|result_of|T049
T045|process_of|T050
T045|affects|T050
T045|result_of|T050
T045|isa|T051
T045|result_of|T067
T045|isa|T067
T045|result_of|T068
T045|result_of|T069
T045|process_of|T070
T045|affects|T070
T045|result_of|T070
T045|isa|T070
T045|occurs_in|T079
T045|issue_in|T090
T045|issue_in|T091
T045|produces|T123
T045|produces|T125
T045|produces|T126
T045|produces|T127
T045|produces|T129
T045|result_of|T190
T045|process_of|T191
T045|affects|T191
T045|result_of|T191
T045|produces|T192
T045|process_of|T194
T045|affects|T194
T045|affects|T201
T045|process_of|T204
T045|affects|T204
T046|process_of|T001
T046|affects|T001
T046|process_of|T002
T046|affects|T002
T046|process_of|T004
T046|affects|T004
T046|process_of|T005
T046|affects|T005
T046|process_of|T007
T046|affects|T007
T046|process_of|T008
T046|affects|T008
T046|process_of|T010
T046|affects|T010
T046|process_of|T011
T046|affects|T011
T046|process_of|T012
T046|affects|T012
T046|process_of|T013
T046|affects|T013
T046|process_of|T014
T046|affects|T014
T046|process_of|T015
T046|affects|T015
T046|process_of|T016
T046|affects|T016
T046|complicates|T019
T046|result_of|T019
T046|complicates|T020
T046|result_of|T020
T046|produces|T031
T046|complicates|T037
T046|manifestation_of|T037
T046|occurs_in|T037
T046|result_of|T037
T046|process_of|T038
T046|affects|T038
T046|result_of|T038
T046|isa|T038
T046|process_of|T039
T046|manifestation_of|T039
T046|affects|T039
T046|result_of|T039
T046|process_of|T040
T046|manifestation_of|T040
T046|affects|T040
T046|result_of|T040
T046|process_of|T041
T046|manifestation_of|T041
T046|affects|T041
T046|result_of|T041
T046|process_of|T042
T046|manifestation_of|T042
T046|affects|T042
T046|result_of|T042
T046|process_of|T043
T046|manifestation_of|T043
T046|affects|T043
T046|result_of|T043
T046|process_of|T044
T046|manifestation_of|T044
T046|affects|T044
T046|result_of|T044
T046|process_of|T045
T046|manifestation_of|T045
T046|affects|T045
T046|result_of|T045
T046|co-occurs_with|T047
T046|precedes|T047
T046|process_of|T047
T046|complicates|T047
T046|manifestation_of|T047
T046|affects|T047
T046|occurs_in|T047
T046|result_of|T047
T046|associated_with|T047
T046|degree_of|T047
T046|co-occurs_with|T048
T046|precedes|T048
T046|process_of|T048
T046|complicates|T048
T046|manifestation_of|T048
T046|affects|T048
T046|occurs_in|T048
T046|result_of|T048
T046|associated_with|T048
T046|degree_of|T048
T046|co-occurs_with|T049
T046|precedes|T049
T046|process_of|T049
T046|complicates|T049
T046|manifestation_of|T049
T046|affects|T049
T046|result_of|T049
T046|associated_with|T049
T046|degree_of|T049
T046|co-occurs_with|T050
T046|precedes|T050
T046|process_of|T050
T046|complicates|T050
T046|manifestation_of|T050
T046|affects|T050
T046|result_of|T050
T046|associated_with|T050
T046|degree_of|T050
T046|isa|T051
T046|result_of|T053
T046|result_of|T054
T046|result_of|T055
T046|associated_with|T055
T046|associated_with|T056
T046|associated_with|T057
T046|result_of|T058
T046|associated_with|T058
T046|result_of|T059
T046|associated_with|T059
T046|result_of|T060
T046|associated_with|T060
T046|result_of|T061
T046|associated_with|T061
T046|associated_with|T062
T046|associated_with|T063
T046|associated_with|T064
T046|associated_with|T065
T046|result_of|T067
T046|isa|T067
T046|result_of|T068
T046|result_of|T069
T046|process_of|T070
T046|affects|T070
T046|result_of|T070
T046|isa|T070
T046|associated_with|T083
T046|issue_in|T090
T046|issue_in|T091
T046|occurs_in|T096
T046|occurs_in|T097
T046|occurs_in|T098
T046|associated_with|T098
T046|occurs_in|T099
T046|occurs_in|T100
T046|occurs_in|T101
T046|produces|T123
T046|produces|T125
T046|produces|T126
T046|produces|T127
T046|produces|T129
T046|associated_with|T184
T046|co-occurs_with|T190
T046|complicates|T190
T046|result_of|T190
T046|co-occurs_with|T191
T046|precedes|T191
T046|process_of|T191
T046|complicates|T191
T046|manifestation_of|T191
T046|affects|T191
T046|occurs_in|T191
T046|result_of|T191
T046|associated_with|T191
T046|degree_of|T191
T046|produces|T192
T046|process_of|T194
T046|affects|T194
T046|associated_with|T201
T046|process_of|T204
T046|affects|T204
T047|process_of|T001
T047|affects|T001
T047|process_of|T002
T047|affects|T002
T047|process_of|T004
T047|affects|T004
T047|process_of|T005
T047|affects|T005
T047|process_of|T007
T047|affects|T007
T047|process_of|T008
T047|affects|T008
T047|process_of|T010
T047|affects|T010
T047|process_of|T011
T047|affects|T011
T047|process_of|T012
T047|affects|T012
T047|process_of|T013
T047|affects|T013
T047|process_of|T014
T047|affects|T014
T047|process_of|T015
T047|affects|T015
T047|process_of|T016
T047|affects|T016
T047|complicates|T019
T047|result_of|T019
T047|complicates|T020
T047|result_of|T020
T047|produces|T024
T047|produces|T031
T047|complicates|T037
T047|manifestation_of|T037
T047|occurs_in|T037
T047|result_of|T037
T047|process_of|T038
T047|affects|T038
T047|result_of|T038
T047|isa|T038
T047|process_of|T039
T047|manifestation_of|T039
T047|affects|T039
T047|result_of|T039
T047|process_of|T040
T047|manifestation_of|T040
T047|affects|T040
T047|result_of|T040
T047|process_of|T041
T047|manifestation_of|T041
T047|affects|T041
T047|result_of|T041
T047|process_of|T042
T047|manifestation_of|T042
T047|affects|T042
T047|result_of|T042
T047|process_of|T043
T047|manifestation_of|T043
T047|affects|T043
T047|result_of|T043
T047|process_of|T044
T047|manifestation_of|T044
T047|affects|T044
T047|result_of|T044
T047|process_of|T045
T047|manifestation_of|T045
T047|affects|T045
T047|result_of|T045
T047|precedes|T046
T047|process_of|T046
T047|complicates|T046
T047|manifestation_of|T046
T047|affects|T046
T047|result_of|T046
T047|degree_of|T046
T047|isa|T046
T047|co-occurs_with|T048
T047|precedes|T048
T047|process_of|T048
T047|complicates|T048
T047|manifestation_of|T048
T047|affects|T048
T047|occurs_in|T048
T047|result_of|T048
T047|associated_with|T048
T047|degree_of|T048
T047|co-occurs_with|T049
T047|precedes|T049
T047|process_of|T049
T047|complicates|T049
T047|manifestation_of|T049
T047|affects|T049
T047|result_of|T049
T047|associated_with|T049
T047|degree_of|T049
T047|co-occurs_with|T050
T047|precedes|T050
T047|process_of|T050
T047|complicates|T050
T047|manifestation_of|T050
T047|affects|T050
T047|result_of|T050
T047|conceptually_related_to|T050
T047|associated_with|T050
T047|degree_of|T050
T047|isa|T051
T047|result_of|T053
T047|result_of|T054
T047|result_of|T055
T047|associated_with|T055
T047|associated_with|T056
T047|associated_with|T057
T047|result_of|T058
T047|associated_with|T058
T047|result_of|T059
T047|associated_with|T059
T047|result_of|T060
T047|associated_with|T060
T047|result_of|T061
T047|associated_with|T061
T047|associated_with|T062
T047|associated_with|T063
T047|associated_with|T064
T047|associated_with|T065
T047|result_of|T067
T047|isa|T067
T047|result_of|T068
T047|result_of|T069
T047|process_of|T070
T047|affects|T070
T047|result_of|T070
T047|isa|T070
T047|associated_with|T083
T047|issue_in|T090
T047|issue_in|T091
T047|occurs_in|T096
T047|occurs_in|T097
T047|occurs_in|T098
T047|associated_with|T098
T047|occurs_in|T099
T047|occurs_in|T100
T047|occurs_in|T101
T047|produces|T123
T047|produces|T125
T047|produces|T126
T047|produces|T127
T047|produces|T129
T047|associated_with|T184
T047|co-occurs_with|T190
T047|complicates|T190
T047|result_of|T190
T047|co-occurs_with|T191
T047|precedes|T191
T047|process_of|T191
T047|complicates|T191
T047|manifestation_of|T191
T047|affects|T191
T047|occurs_in|T191
T047|result_of|T191
T047|associated_with|T191
T047|degree_of|T191
T047|produces|T192
T047|process_of|T194
T047|affects|T194
T047|associated_with|T201
T047|process_of|T204
T047|affects|T204
T048|process_of|T001
T048|affects|T001
T048|affects|T002
T048|affects|T004
T048|affects|T005
T048|affects|T007
T048|process_of|T008
T048|affects|T008
T048|process_of|T010
T048|affects|T010
T048|process_of|T011
T048|affects|T011
T048|process_of|T012
T048|affects|T012
T048|process_of|T013
T048|affects|T013
T048|process_of|T014
T048|affects|T014
T048|process_of|T015
T048|affects|T015
T048|process_of|T016
T048|affects|T016
T048|complicates|T019
T048|result_of|T019
T048|complicates|T020
T048|result_of|T020
T048|produces|T024
T048|produces|T031
T048|complicates|T037
T048|manifestation_of|T037
T048|occurs_in|T037
T048|result_of|T037
T048|process_of|T038
T048|affects|T038
T048|result_of|T038
T048|isa|T038
T048|process_of|T039
T048|manifestation_of|T039
T048|affects|T039
T048|result_of|T039
T048|process_of|T040
T048|manifestation_of|T040
T048|affects|T040
T048|result_of|T040
T048|process_of|T041
T048|manifestation_of|T041
T048|affects|T041
T048|result_of|T041
T048|process_of|T042
T048|manifestation_of|T042
T048|affects|T042
T048|result_of|T042
T048|process_of|T043
T048|manifestation_of|T043
T048|affects|T043
T048|result_of|T043
T048|process_of|T044
T048|manifestation_of|T044
T048|affects|T044
T048|result_of|T044
T048|process_of|T045
T048|manifestation_of|T045
T048|affects|T045
T048|result_of|T045
T048|precedes|T046
T048|process_of|T046
T048|complicates|T046
T048|manifestation_of|T046
T048|affects|T046
T048|result_of|T046
T048|degree_of|T046
T048|isa|T046
T048|precedes|T047
T048|process_of|T047
T048|complicates|T047
T048|manifestation_of|T047
T048|affects|T047
T048|occurs_in|T047
T048|result_of|T047
T048|degree_of|T047
T048|isa|T047
T048|co-occurs_with|T049
T048|precedes|T049
T048|process_of|T049
T048|complicates|T049
T048|manifestation_of|T049
T048|affects|T049
T048|result_of|T049
T048|associated_with|T049
T048|degree_of|T049
T048|co-occurs_with|T050
T048|precedes|T050
T048|process_of|T050
T048|complicates|T050
T048|manifestation_of|T050
T048|affects|T050
T048|result_of|T050
T048|associated_with|T050
T048|degree_of|T050
T048|isa|T051
T048|affects|T053
T048|result_of|T053
T048|affects|T054
T048|result_of|T054
T048|affects|T055
T048|result_of|T055
T048|associated_with|T055
T048|associated_with|T056
T048|associated_with|T057
T048|result_of|T058
T048|associated_with|T058
T048|result_of|T059
T048|associated_with|T059
T048|result_of|T060
T048|associated_with|T060
T048|result_of|T061
T048|associated_with|T061
T048|associated_with|T062
T048|associated_with|T063
T048|associated_with|T064
T048|associated_with|T065
T048|result_of|T067
T048|isa|T067
T048|result_of|T068
T048|result_of|T069
T048|process_of|T070
T048|affects|T070
T048|result_of|T070
T048|isa|T070
T048|associated_with|T083
T048|issue_in|T090
T048|issue_in|T091
T048|occurs_in|T096
T048|occurs_in|T097
T048|occurs_in|T098
T048|associated_with|T098
T048|occurs_in|T099
T048|occurs_in|T100
T048|occurs_in|T101
T048|produces|T123
T048|produces|T125
T048|produces|T126
T048|produces|T127
T048|produces|T129
T048|associated_with|T184
T048|co-occurs_with|T190
T048|complicates|T190
T048|result_of|T190
T048|co-occurs_with|T191
T048|precedes|T191
T048|process_of|T191
T048|complicates|T191
T048|manifestation_of|T191
T048|affects|T191
T048|occurs_in|T191
T048|result_of|T191
T048|associated_with|T191
T048|degree_of|T191
T048|produces|T192
T048|process_of|T194
T048|affects|T194
T048|associated_with|T201
T048|process_of|T204
T048|affects|T204
T049|process_of|T001
T049|affects|T001
T049|process_of|T002
T049|affects|T002
T049|process_of|T004
T049|affects|T004
T049|process_of|T005
T049|affects|T005
T049|process_of|T007
T049|affects|T007
T049|process_of|T008
T049|affects|T008
T049|process_of|T010
T049|affects|T010
T049|process_of|T011
T049|affects|T011
T049|process_of|T012
T049|affects|T012
T049|process_of|T013
T049|affects|T013
T049|process_of|T014
T049|affects|T014
T049|process_of|T015
T049|affects|T015
T049|process_of|T016
T049|affects|T016
T049|complicates|T019
T049|result_of|T019
T049|complicates|T020
T049|result_of|T020
T049|produces|T031
T049|complicates|T037
T049|manifestation_of|T037
